fold;modelo;indice_amostra;nomenclaura;bloco;genotipo;condicao;data_coleta;turno;dia;classe_real;classe_predita;score_NIRRIG;acerto;1924;1935;1914;1945;1950;1360;719;1929;1919;1350;1375;1366;1361;1351;1841;1925;1915;1831;1928;1938;1947;1916;1958;713;1379;1374;404;1388;1373;1363;1918;403;1952;1942;410;1933;1833;1852;1547;1537;1557;1355;1365;1940;1378;1368;716;1931;1651;1640;1661;1922;1932;1941;1912;1951;748;738;1939;1917;1934;1926;1943;1837;1847;1499;1488;1478;721;711;726;705;1376;1356;1878;1840;1377;709;1372;704;1345;1339;402;714;1354
3;RandomForest;343;B2_EMB48_IRRIG_REPROD00007.asd;B2;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.0;True;;;;;;;;;;;;;;;;;;;-1.5591689477355528;-1.5313132160023826;-1.4871907681013665;-1.55023570405097;-1.4159963747725033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;RandomForest;344;B2_EMB48_NIRRIG_REPROD00000.asd;B2;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.996;True;;;;;;;;;;;;;;;;;;;-1.488598080204485;-1.4604821736058167;-1.4212678068028894;-1.4927381148165522;-1.3595208466370656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;RandomForest;345;B2_EMB48_NIRRIG_REPROD00001.asd;B2;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.996;True;;;;;;;;;;;;;;;;;;;-1.4892808272015063;-1.4607662519144977;-1.420904462276791;-1.493257969269679;-1.3589152665619666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;RandomForest;346;B2_EMB48_NIRRIG_REPROD00002.asd;B2;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.996;True;;;;;;;;;;;;;;;;;;;-1.4887742641954123;-1.4599435445808038;-1.419764862226051;-1.4927769079906676;-1.3570740233937009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;RandomForest;347;B2_EMB48_NIRRIG_REPROD00003.asd;B2;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.996;True;;;;;;;;;;;;;;;;;;;-1.4897920415987314;-1.461139392847539;-1.420302471981228;-1.494170376027594;-1.3567606417939468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;RandomForest;348;B2_EMB48_NIRRIG_REPROD00004.asd;B2;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.4491584227069714;-1.416575198457749;-1.3690279067290898;-1.448174928764891;-1.294637749539582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;RandomForest;349;B2_EMB48_NIRRIG_REPROD00005.asd;B2;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.4473989737321975;-1.4146879782965214;-1.367031301265488;-1.4464731563554432;-1.2922353550267085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;RandomForest;350;B2_EMB48_NIRRIG_REPROD00006.asd;B2;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.4461013664211342;-1.4128987766936005;-1.3645995484695508;-1.4453248710277622;-1.2889864103268227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;RandomForest;351;B2_EMB48_NIRRIG_REPROD00007.asd;B2;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.4458938210604666;-1.4123303778659564;-1.3628028511449715;-1.4446956394919865;-1.2868723015979902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;320;B1_EMB48_IRRIG_REPROD00000.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.4896141117327402;True;;;;;;;;;;;;;;;;;;;-1.5209259027400515;-1.4966636454131619;-1.4574822299171668;-1.513444796965425;-1.393787609718218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;321;B1_EMB48_IRRIG_REPROD00001.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.4862685037655574;True;;;;;;;;;;;;;;;;;;;-1.5211622140931444;-1.4967319201252895;-1.4578807210905922;-1.5133411983826597;-1.3932772735160264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;322;B1_EMB48_IRRIG_REPROD00002.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.4804290158570737;True;;;;;;;;;;;;;;;;;;;-1.5231365581947371;-1.4989304553701304;-1.4595305672225218;-1.5149821284297647;-1.3955121724395672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;323;B1_EMB48_IRRIG_REPROD00003.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.4789835262402935;True;;;;;;;;;;;;;;;;;;;-1.5245860173372199;-1.5002010128876102;-1.4613329704796725;-1.5168945577195556;-1.396957546208936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;324;B1_EMB48_IRRIG_REPROD00004.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.4909961836842453;True;;;;;;;;;;;;;;;;;;;-1.5268443909869118;-1.5046286721203013;-1.4685865544751728;-1.5193781780459077;-1.409698946225151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;325;B1_EMB48_IRRIG_REPROD00005.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.48701429827826537;True;;;;;;;;;;;;;;;;;;;-1.528119230687921;-1.5049910288479034;-1.4691653200928205;-1.5201950781494158;-1.409873353278959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;326;B1_EMB48_IRRIG_REPROD00006.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;NIRRIG;0.5022716732665974;False;;;;;;;;;;;;;;;;;;;-1.5242499757367656;-1.5021425798546448;-1.4665786355924388;-1.5171774723283253;-1.408743049386124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;327;B1_EMB48_IRRIG_REPROD00007.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;NIRRIG;0.5090724206957611;False;;;;;;;;;;;;;;;;;;;-1.5211372353367891;-1.4996583887625585;-1.4642807692110695;-1.5139990731610355;-1.406504087741431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;328;B1_EMB48_NIRRIG_REPROD00000.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.5798470221377762;True;;;;;;;;;;;;;;;;;;;-1.4700132578692229;-1.4323528104572814;-1.3786691373116529;-1.4700359219986419;-1.2951028104671192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;329;B1_EMB48_NIRRIG_REPROD00001.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.5822783395419315;True;;;;;;;;;;;;;;;;;;;-1.4683222686578428;-1.4304519979508694;-1.3761711048603638;-1.4684496732972623;-1.2921706534148028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;330;B1_EMB48_NIRRIG_REPROD00002.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.586785680721244;True;;;;;;;;;;;;;;;;;;;-1.466482911010426;-1.4278151236890229;-1.3730006286505312;-1.4663603832596341;-1.2893281930585936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;331;B1_EMB48_NIRRIG_REPROD00003.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.5920612915177675;True;;;;;;;;;;;;;;;;;;;-1.463554707310752;-1.4249244467895146;-1.3699619150606543;-1.4632957941461144;-1.2859968012621101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;332;B1_EMB48_NIRRIG_REPROD00004.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.6892276356951527;True;;;;;;;;;;;;;;;;;;;-1.4308221398976313;-1.3953333831684576;-1.345475370251508;-1.430909529179162;-1.269289846987149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;333;B1_EMB48_NIRRIG_REPROD00005.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.6937620567127386;True;;;;;;;;;;;;;;;;;;;-1.4280394006541626;-1.3923174389601836;-1.342585851955526;-1.4281452335853428;-1.265616920099371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;334;B1_EMB48_NIRRIG_REPROD00006.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.6942151182232039;True;;;;;;;;;;;;;;;;;;;-1.427165716768871;-1.391312871355587;-1.3410895044324254;-1.4273509861783278;-1.263696635487506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;PLS-DA;335;B1_EMB48_NIRRIG_REPROD00007.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.6977372765486946;True;;;;;;;;;;;;;;;;;;;-1.4244009231100259;-1.3887640684585905;-1.3377605138123656;-1.424854490947361;-1.2597440806153535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;320;B1_EMB48_IRRIG_REPROD00000.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.01;True;;;;;;;;;;;;;;;;;;;-1.5209259027400515;-1.4966636454131619;-1.4574822299171668;-1.513444796965425;-1.393787609718218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;321;B1_EMB48_IRRIG_REPROD00001.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.01;True;;;;;;;;;;;;;;;;;;;-1.5211622140931444;-1.4967319201252895;-1.4578807210905922;-1.5133411983826597;-1.3932772735160264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;322;B1_EMB48_IRRIG_REPROD00002.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.004;True;;;;;;;;;;;;;;;;;;;-1.5231365581947371;-1.4989304553701304;-1.4595305672225218;-1.5149821284297647;-1.3955121724395672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;323;B1_EMB48_IRRIG_REPROD00003.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.002;True;;;;;;;;;;;;;;;;;;;-1.5245860173372199;-1.5002010128876102;-1.4613329704796725;-1.5168945577195556;-1.396957546208936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;324;B1_EMB48_IRRIG_REPROD00004.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.0;True;;;;;;;;;;;;;;;;;;;-1.5268443909869118;-1.5046286721203013;-1.4685865544751728;-1.5193781780459077;-1.409698946225151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;325;B1_EMB48_IRRIG_REPROD00005.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.0;True;;;;;;;;;;;;;;;;;;;-1.528119230687921;-1.5049910288479034;-1.4691653200928205;-1.5201950781494158;-1.409873353278959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;326;B1_EMB48_IRRIG_REPROD00006.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.002;True;;;;;;;;;;;;;;;;;;;-1.5242499757367656;-1.5021425798546448;-1.4665786355924388;-1.5171774723283253;-1.408743049386124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;327;B1_EMB48_IRRIG_REPROD00007.asd;B1;EMB48;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.01;True;;;;;;;;;;;;;;;;;;;-1.5211372353367891;-1.4996583887625585;-1.4642807692110695;-1.5139990731610355;-1.406504087741431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;328;B1_EMB48_NIRRIG_REPROD00000.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.4700132578692229;-1.4323528104572814;-1.3786691373116529;-1.4700359219986419;-1.2951028104671192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;329;B1_EMB48_NIRRIG_REPROD00001.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.4683222686578428;-1.4304519979508694;-1.3761711048603638;-1.4684496732972623;-1.2921706534148028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;330;B1_EMB48_NIRRIG_REPROD00002.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.466482911010426;-1.4278151236890229;-1.3730006286505312;-1.4663603832596341;-1.2893281930585936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;331;B1_EMB48_NIRRIG_REPROD00003.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.463554707310752;-1.4249244467895146;-1.3699619150606543;-1.4632957941461144;-1.2859968012621101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;332;B1_EMB48_NIRRIG_REPROD00004.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.4308221398976313;-1.3953333831684576;-1.345475370251508;-1.430909529179162;-1.269289846987149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;333;B1_EMB48_NIRRIG_REPROD00005.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.4280394006541626;-1.3923174389601836;-1.342585851955526;-1.4281452335853428;-1.265616920099371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;334;B1_EMB48_NIRRIG_REPROD00006.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.427165716768871;-1.391312871355587;-1.3410895044324254;-1.4273509861783278;-1.263696635487506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;RandomForest;335;B1_EMB48_NIRRIG_REPROD00007.asd;B1;EMB48;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True;;;;;;;;;;;;;;;;;;;-1.4244009231100259;-1.3887640684585905;-1.3377605138123656;-1.424854490947361;-1.2597440806153535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;432;B4_BR16_IRRIG_REPROD00000.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.38515801416554274;True;;;;;;;;;;;;;;;;;;;;;;;;-0.38712135954924176;0.6363643145022885;0.7096252167760208;-1.3830349981048133;0.42724814557476953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;433;B4_BR16_IRRIG_REPROD00001.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.376701400798926;True;;;;;;;;;;;;;;;;;;;;;;;;-0.3763718727522877;0.6360270378176082;0.7089579395953313;-1.3584423507466408;0.42656655156145196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;434;B4_BR16_IRRIG_REPROD00002.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.3683122197717641;True;;;;;;;;;;;;;;;;;;;;;;;;-0.36670152092951785;0.6347078467238424;0.7078286277255254;-1.3316621373562596;0.42542150920218635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;435;B4_BR16_IRRIG_REPROD00003.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.36304536731858067;True;;;;;;;;;;;;;;;;;;;;;;;;-0.3588638672730628;0.6332999078899471;0.7065089180626766;-1.3116397957033623;0.42458530939714445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;436;B4_BR16_IRRIG_REPROD00004.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.3600849248506571;True;;;;;;;;;;;;;;;;;;;;;;;;-0.4382078487650878;0.6534214880418006;0.7244431094853228;-1.442280653549234;0.45015994802241405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;437;B4_BR16_IRRIG_REPROD00005.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.3590134546441095;True;;;;;;;;;;;;;;;;;;;;;;;;-0.4272401313383826;0.647934338033035;0.7192067112839661;-1.410000557114387;0.44442119315939194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;438;B4_BR16_IRRIG_REPROD00006.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.3707132598072941;True;;;;;;;;;;;;;;;;;;;;;;;;-0.41296808685785974;0.6396518987313939;0.7111157858920589;-1.3881702586761264;0.4361892663905299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;439;B4_BR16_IRRIG_REPROD00007.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.36750580189972215;True;;;;;;;;;;;;;;;;;;;;;;;;-0.40701032861732234;0.6374392145599829;0.7090419197281116;-1.369313976283023;0.43411443665535565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;440;B4_BR16_NIRRIG_REPROD00000.asd;B4;BR16;NIRRIG;D04M;manha;D04;NIRRIG;IRRIG;0.4931716681368266;False;;;;;;;;;;;;;;;;;;;;;;;;-0.35748259390282394;0.6382105429592967;0.7130640425913813;-1.5671898496783077;0.4252051937093653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;441;B4_BR16_NIRRIG_REPROD00001.asd;B4;BR16;NIRRIG;D04M;manha;D04;NIRRIG;IRRIG;0.4986405297120424;False;;;;;;;;;;;;;;;;;;;;;;;;-0.35584639889652975;0.6359414475770727;0.7107658490000863;-1.5666896976321576;0.4236424509679336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;442;B4_BR16_NIRRIG_REPROD00002.asd;B4;BR16;NIRRIG;D04M;manha;D04;NIRRIG;IRRIG;0.49352337788655254;False;;;;;;;;;;;;;;;;;;;;;;;;-0.35591904018258896;0.6358602299857161;0.7104273896394057;-1.557032466731618;0.4237194453387898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;443;B4_BR16_NIRRIG_REPROD00003.asd;B4;BR16;NIRRIG;D04M;manha;D04;NIRRIG;IRRIG;0.49479430086509;False;;;;;;;;;;;;;;;;;;;;;;;;-0.35580417787012675;0.6360426728836174;0.7105445552414296;-1.5605006640866748;0.42447309151494417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;444;B4_BR16_NIRRIG_REPROD00004.asd;B4;BR16;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.6609368613823586;True;;;;;;;;;;;;;;;;;;;;;;;;-0.2525576557668627;0.5850272767154504;0.667502141808462;-1.578850607648865;0.3575710671083752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;445;B4_BR16_NIRRIG_REPROD00005.asd;B4;BR16;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.6605073290634553;True;;;;;;;;;;;;;;;;;;;;;;;;-0.2515410304971885;0.5856816130380224;0.6678029098325425;-1.5799477458533242;0.3585223314728126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;446;B4_BR16_NIRRIG_REPROD00006.asd;B4;BR16;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.6592647591507145;True;;;;;;;;;;;;;;;;;;;;;;;;-0.2510880776457375;0.5854338421269711;0.6674691785029128;-1.5766436931208332;0.35888272335888266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;PLS-DA;447;B4_BR16_NIRRIG_REPROD00007.asd;B4;BR16;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.6517777640142332;True;;;;;;;;;;;;;;;;;;;;;;;;-0.25721587533087287;0.5883370873197327;0.6700282482212715;-1.5779009041757883;0.36202955025451716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;RandomForest;432;B4_BR16_IRRIG_REPROD00000.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.006;True;;;;;;;;;;;;;;;;;;;;;;;;-0.38712135954924176;0.6363643145022885;0.7096252167760208;-1.3830349981048133;0.42724814557476953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;RandomForest;433;B4_BR16_IRRIG_REPROD00001.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.012;True;;;;;;;;;;;;;;;;;;;;;;;;-0.3763718727522877;0.6360270378176082;0.7089579395953313;-1.3584423507466408;0.42656655156145196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;RandomForest;434;B4_BR16_IRRIG_REPROD00002.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.018;True;;;;;;;;;;;;;;;;;;;;;;;;-0.36670152092951785;0.6347078467238424;0.7078286277255254;-1.3316621373562596;0.42542150920218635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;RandomForest;435;B4_BR16_IRRIG_REPROD00003.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.052;True;;;;;;;;;;;;;;;;;;;;;;;;-0.3588638672730628;0.6332999078899471;0.7065089180626766;-1.3116397957033623;0.42458530939714445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;RandomForest;436;B4_BR16_IRRIG_REPROD00004.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True;;;;;;;;;;;;;;;;;;;;;;;;-0.4382078487650878;0.6534214880418006;0.7244431094853228;-1.442280653549234;0.45015994802241405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;RandomForest;437;B4_BR16_IRRIG_REPROD00005.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True;;;;;;;;;;;;;;;;;;;;;;;;-0.4272401313383826;0.647934338033035;0.7192067112839661;-1.410000557114387;0.44442119315939194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;RandomForest;438;B4_BR16_IRRIG_REPROD00006.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True;;;;;;;;;;;;;;;;;;;;;;;;-0.41296808685785974;0.6396518987313939;0.7111157858920589;-1.3881702586761264;0.4361892663905299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;RandomForest;439;B4_BR16_IRRIG_REPROD00007.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True;;;;;;;;;;;;;;;;;;;;;;;;-0.40701032861732234;0.6374392145599829;0.7090419197281116;-1.369313976283023;0.43411443665535565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
